address,price,beds,baths,sqft,lot_hoa_walk,agent,url,image
"341 Hillman Ave, Staten  Island, NY 10314, 3 beds, 1.5 baths","$699,000",3 beds,1.5 baths,"1,260 sq ft","1,800 sq ft lot; Very walkable",Listing by Redfin Real Estate,https://www.redfin.com/NY/Staten-Island/341-Hillman-Ave-10314/home/56061496,https://ssl.cdn-redfin.com/photo/204/islphoto/308/genIslnoResize.490308_1.jpg
"4310 48th Ave Unit 2F, Woodside, NY 11377, 2 beds, 1 bath","$483,000",2 beds,1 bath,732 sq ft,Walker's paradise,Listing by Redfin Real Estate,https://www.redfin.com/NY/Woodside/4310-48th-Ave-11377/unit-2F/home/20627823,https://ssl.cdn-redfin.com/system_files/media/1063784_JPG/genDesktopMapHomeCardUrl/item_3.jpg
"1776 Broadway Unit 4A, Brooklyn, NY 11207, 1 bed, 1 bath","$475,000",1 bed,1 bath,552 sq ft,,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/Brooklyn/1776-Broadway-11207/unit-4A/home/170393141,https://ssl.cdn-redfin.com/photo/211/islphoto/147/genIslnoResize.RLS20010147_6.jpg
"37-20 81st St Unit 1F, Jackson Heights, NY 11372, 1 bed, 1 bath","$224,000",1 bed,1 bath,— sq ft,,Listing by Redfin Real Estate,https://www.redfin.com/NY/Jackson-Heights/3720-81st-St-11372/unit-1F/home/20627605,https://ssl.cdn-redfin.com/system_files/media/949107_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"53 W 53rd St Unit 20C, New York City, NY 10019, 1 bed, 1.5 baths","$2,700,000",1 bed,1.5 baths,"1,428 sq ft",,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/53-W-53rd-St-10019/unit-20C/home/115286693,https://ssl.cdn-redfin.com/system_files/media/1060619_JPG/genDesktopMapHomeCardUrl/item_5.jpg
"69 E 130th St Unit 2A, New York City, NY 10037, 2 beds, 2 baths","$749,000",2 beds,2 baths,"1,140 sq ft",,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/69-E-130th-St-10037/unit-2A/home/45139008,https://ssl.cdn-redfin.com/system_files/media/973363_JPG/genDesktopMapHomeCardUrl/item_3.jpg
"550 Vanderbilt Ave #725, Brooklyn, NY 11238, 2 beds, 2 baths","$1,895,000",2 beds,2 baths,"1,296 sq ft",,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/550-Vanderbilt-Ave-11238/unit-725/home/115685806,https://ssl.cdn-redfin.com/system_files/media/1054353_JPG/genDesktopMapHomeCardUrl/item_18.jpg
"174 Jackson St Unit 2A, Brooklyn, NY 11211, 1 bed, 1 bath","$1,025,000",1 bed,1 bath,700 sq ft,,Listing by Redfin Real Estate,https://www.redfin.com/NY/Brooklyn/174-Jackson-St-11211/unit-2A/home/40929334,https://ssl.cdn-redfin.com/system_files/media/1050547_JPG/genDesktopMapHomeCardUrl/item_9.jpg
"37-14 34th St Unit N3E, Long Island City, NY 11101, 1 bed, 1 bath","$895,000",1 bed,1 bath,658 sq ft,,Listing by Redfin Real Estate,https://www.redfin.com/NY/Long-Island-City/3714-34th-St-11101/unit-N3E/home/175777798,https://ssl.cdn-redfin.com/system_files/media/1051818_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"64-75 Austin St Unit 7A, Rego Park, NY 11374, 2 beds, 2 baths","$799,000",2 beds,2 baths,914 sq ft,,Listing by Redfin Real Estate,https://www.redfin.com/NY/Rego-Park/6475-Austin-St-11374/unit-7A/home/109706913,https://ssl.cdn-redfin.com/system_files/media/983292_JPG/genDesktopMapHomeCardUrl/item_18.jpg
"320 W 84th St Unit 4B, New York City, NY 10024, 1 bath","$449,000",0 beds,1 bath,385 sq ft,,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/320-W-84th-St-10024/unit-4B/home/45153024,https://ssl.cdn-redfin.com/system_files/media/1037086_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"234 W 16th St Unit 1A, New York City, NY 10011, 1 bed, 1 bath","$575,000",1 bed,1 bath,"12,080 sq ft",,Listing by Redfin Real Estate • Provided by REBNY,https://www.redfin.com/NY/New-York/234-W-16th-St-10011/unit-1A/home/53513052,https://ssl.cdn-redfin.com/system_files/media/861971_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"11515 Curzon Rd, Kew Gardens, NY 11418","$599,000",— beds,— baths,— sq ft,,Listing by Exit Realty First Choice,https://www.redfin.com/NY/Richmond-Hill/11515-Curzon-Rd-11418/home/23128562,https://ssl.cdn-redfin.com/photo/269/islphoto/728/genIslnoResize.884728_0.jpg
"175 E 55th St, Brooklyn, NY 11203","$999,000",— beds,— baths,— sq ft,,Listing by WW Realty Group Inc,https://www.redfin.com/NY/Brooklyn/175-E-55th-St-11203/home/40773128,https://ssl.cdn-redfin.com/photo/269/islphoto/659/genIslnoResize.884659_0.jpg
"Fane Ct, Brooklyn, NY","$189,500",— beds,— baths,— sq ft,,Listing by Winzone Realty Inc,https://www.redfin.com/NY/Brooklyn/Fane-Ct-11229/home/40911126,https://ssl.cdn-redfin.com/photo/269/islphoto/042/genIslnoResize.885042_0.jpg
"88-22 Sutphin Blvd, Jamaica, NY 11435","$5,700,000",— beds,— baths,— sq ft,,Listing by Americana Realty Prime LLC,https://www.redfin.com/NY/Jamaica/8822-Sutphin-Blvd-11435/home/162986307,https://ssl.cdn-redfin.com/photo/269/islphoto/708/genIslnoResize.884708_0.jpg
"6414 Bay Pkwy, Brooklyn, NY 11204","$7,200,000",— beds,— baths,— sq ft,,Listing by Tiger Realty,https://www.redfin.com/NY/Brooklyn/6414-Bay-Pkwy-11204/home/196247064,https://ssl.cdn-redfin.com/photo/204/islphoto/887/genIslnoResize.493887_1.jpg
"97-09 24 Ave, East Elmhurst, NY 11369","$350,000",— beds,— baths,— sq ft,,Listing by LAFFEY REAL ESTATE,https://www.redfin.com/NY/East-Elmhurst/97-9-24th-Ave-11369/home/180852444,N/A
"21608 Merrick Blvd, Springfield Gardens, NY 11413","$415,000",— beds,— baths,— sq ft,,Listing by Beba Realty Inc,https://www.redfin.com/NY/Laurelton/21608-Merrick-Blvd-11413/home/163019402,N/A
address,price,beds,baths,sqft,lot_hoa_walk,agent,url,image
"3934 14th St NW #102, Washington, DC 20011, 1 bed, 1 bath","$405,900",1 bed,1 bath,610 sq ft,$218 HOA; Very walkable,N/A,https://www.redfin.com/DC/Washington/3934-14th-St-NW-20011/unit-102/home/187666316,https://ssl.cdn-redfin.com/photo/235/islphoto/400/genIslnoResize.DCDC2209400_0.jpg
"811 4th St NW #811, Washington, DC 20001, 2 beds, 2 baths","$890,000",2 beds,2 baths,"1,445 sq ft","$1,090 HOA; Garage; Walker's paradise",N/A,https://www.redfin.com/DC/Washington/811-4th-St-NW-20001/unit-811/home/12532186,https://ssl.cdn-redfin.com/system_files/media/1113191_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"1812 North Capitol St NW #302, Washington, DC 20002, 2 beds, 2 baths","$530,000",2 beds,2 baths,994 sq ft,$407 HOA; Very walkable,N/A,https://www.redfin.com/DC/Washington/1812-N-Capitol-St-NW-20002/unit-302/home/108285737,https://ssl.cdn-redfin.com/system_files/media/1113090_JPG/genDesktopMapHomeCardUrl/item_2.jpg
"1119 Branch Ave SE, Washington, DC 20019, 3 beds, 2 baths","$380,000",3 beds,2 baths,"1,488 sq ft","1,720 sq ft lot; Somewhat walkable",N/A,https://www.redfin.com/DC/Washington/1119-Branch-Ave-SE-20019/home/10143043,https://ssl.cdn-redfin.com/photo/235/islphoto/842/genIslnoResize.DCDC2208842_0.jpg
"1371 Perry Pl NW, Washington, DC 20010, 3 beds, 3.5 baths","$898,960",3 beds,3.5 baths,"2,150 sq ft","2,899 sq ft lot; Walker's paradise",(202) 234-3344,https://www.redfin.com/DC/Washington/1371-Perry-Pl-NW-20010/home/10026291,https://ssl.cdn-redfin.com/photo/235/islphoto/118/genIslnoResize.DCDC2209118_0.jpg
"4413 Q St NW, Washington, DC 20007, 3 beds, 3 baths","$1,195,000",3 beds,3 baths,"1,748 sq ft",,N/A,https://www.redfin.com/DC/Washington/4413-Q-St-NW-20007/home/9938117,https://ssl.cdn-redfin.com/photo/235/islphoto/990/genIslnoResize.DCDC2205990_0.jpg
"1215 V St NW, Washington, DC 20009, 3 beds, 2.5 baths","$1,066,390",3 beds,2.5 baths,"1,555 sq ft",,N/A,https://www.redfin.com/DC/Washington/1215-V-St-NW-20009/home/10176195,https://ssl.cdn-redfin.com/photo/235/islphoto/484/genIslnoResize.DCDC2208484_0.jpg
"227 Hawaii Ave NE, Washington, DC 20011, 4 beds, 2 baths","$630,000",4 beds,2 baths,"1,512 sq ft",,N/A,https://www.redfin.com/DC/Washington/227-Hawaii-Ave-NE-20011/home/10077196,https://ssl.cdn-redfin.com/photo/235/islphoto/556/genIslnoResize.DCDC2208556_0.jpg
"4902 3rd St NW, Washington, DC 20011, 4 beds, 3.5 baths","$899,000",4 beds,3.5 baths,"2,295 sq ft",,(202) 234-3344,https://www.redfin.com/DC/Washington/4902-3rd-St-NW-20011/home/10063798,https://ssl.cdn-redfin.com/photo/235/islphoto/116/genIslnoResize.DCDC2209116_0.jpg
"919 Florida Ave NW #803, Washington, DC 20001, 2 beds, 2 baths","$599,999",2 beds,2 baths,795 sq ft,,N/A,https://www.redfin.com/DC/Washington/919-Florida-Ave-NW-20001/unit-803/home/21644138,https://ssl.cdn-redfin.com/photo/235/islphoto/280/genIslnoResize.DCDC2208280_0.jpg
"460 New York Ave NW #1001, Washington, DC 20001, 1 bed, 1 bath","$520,000",1 bed,1 bath,670 sq ft,,N/A,https://www.redfin.com/DC/Washington/460-New-York-Ave-NW-20001/unit-1001/home/78870390,https://ssl.cdn-redfin.com/system_files/media/1114283_JPG/genDesktopMapHomeCardUrl/item_2.jpg
"4269 Meade NE, Washington, DC 20019, 5 beds, 5.5 baths","$598,000",5 beds,5.5 baths,"3,032 sq ft",,N/A,https://www.redfin.com/DC/Washington/4269-Meade-St-NE-20019/home/166636055,https://ssl.cdn-redfin.com/system_files/media/1010718_JPG/genDesktopMapHomeCardUrl/item_11.jpg
"3722 13th St NE, Washington, DC 20017, 5 beds, 4.5 baths","$1,500,000",5 beds,4.5 baths,"4,000 sq ft",,(833) 335-7433,https://www.redfin.com/DC/Washington/3722-13th-St-NE-20017/home/10090249,https://ssl.cdn-redfin.com/photo/235/islphoto/106/genIslnoResize.DCDC2209106_0.jpg
"2129 Florida Ave NW #503, Washington, DC 20008, 1 bed, 1 bath","$475,000",1 bed,1 bath,630 sq ft,,N/A,https://www.redfin.com/DC/Washington/2129-Florida-Ave-NW-20008/unit-503/home/9997553,https://ssl.cdn-redfin.com/system_files/media/1106987_JPG/genDesktopMapHomeCardUrl/item_14.jpg
"5506 8th St NW, Washington, DC 20011, 3 beds, 2 baths","$560,000",3 beds,2 baths,"1,565 sq ft",,N/A,https://www.redfin.com/DC/Washington/5506-8th-St-NW-20011/home/10039521,https://ssl.cdn-redfin.com/system_files/media/1011335_JPG/genDesktopMapHomeCardUrl/item_8.jpg
"36 U St NW, Washington, DC 20001, 4 beds, 2.5 baths","$920,000",4 beds,2.5 baths,"1,749 sq ft",,N/A,https://www.redfin.com/DC/Washington/36-U-St-NW-20001/home/10048428,https://ssl.cdn-redfin.com/system_files/media/1112635_JPG/genDesktopMapHomeCardUrl/item_2.jpg
"2812 6th NE, Washington, DC 20017, 4 beds, 1 bath","$629,000",4 beds,1 bath,"1,290 sq ft",,(240) 737-5000,https://www.redfin.com/DC/Washington/2812-6th-St-NE-20017/home/10076203,https://ssl.cdn-redfin.com/photo/235/islphoto/308/genIslnoResize.DCDC2209308_0.jpg
"800 4th St SW Unit S421, Washington, DC 20024, 2 beds, 1 bath","$499,000",2 beds,1 bath,952 sq ft,,N/A,https://www.redfin.com/DC/Washington/800-4th-St-SW-20024/unit-S421/home/12532046,https://ssl.cdn-redfin.com/system_files/media/1106879_JPG/genDesktopMapHomeCardUrl/item_25.jpg
"1360 W St NE, Washington, DC 20018, 3 beds, 2 baths","$635,000",3 beds,2 baths,"1,620 sq ft",,N/A,https://www.redfin.com/DC/Washington/1360-W-St-NE-20018/home/10091156,https://ssl.cdn-redfin.com/system_files/media/1091520_JPG/genDesktopMapHomeCardUrl/item_1.jpg
"1301 S Carolina Ave SE #7, Washington, DC 20003, 1 bed, 1.5 baths","$474,900",1 bed,1.5 baths,694 sq ft,,N/A,https://www.redfin.com/DC/Washington/1301-S-Carolina-Ave-SE-20003/unit-7/home/10190068,https://ssl.cdn-redfin.com/system_files/media/1036090_JPG/genDesktopMapHomeCardUrl/item_2.jpg
"3317 16th St NW #2, Washington, DC 20010, 2 beds, 2 baths","$730,000",2 beds,2 baths,"1,129 sq ft",,(703) 253-8505,https://www.redfin.com/DC/Washington/3317-16th-St-NW-20010/unit-2/home/10014145,https://ssl.cdn-redfin.com/photo/235/islphoto/310/genIslnoResize.DCDC2209310_0.jpg
"3486 23rd St SE, Washington, DC 20020, 3 beds, 2 baths","$399,000",3 beds,2 baths,"1,002 sq ft",,(240) 623-3948,https://www.redfin.com/DC/Washington/3486-23rd-St-SE-20020/home/10161963,https://ssl.cdn-redfin.com/photo/235/islphoto/368/genIslnoResize.DCDC2209368_0.jpg
"955 26th St NW #510, Washington, DC 20037, 1 bed, 1 bath","$539,000",1 bed,1 bath,838 sq ft,,(202) 944-5000,https://www.redfin.com/DC/Washington/955-26th-St-NW-20037/unit-510/home/28495882,https://ssl.cdn-redfin.com/photo/235/islphoto/300/genIslnoResize.DCDC2209300_0.jpg
"641 49th St NE, Washington, DC 20019, 4 beds, 2.5 baths","$500,000",4 beds,2.5 baths,"1,440 sq ft",,(833) 335-7433,https://www.redfin.com/DC/Washington/641-49th-St-NE-20019/home/10127366,https://ssl.cdn-redfin.com/photo/235/islphoto/324/genIslnoResize.DCDC2209324_0.jpg
"1103 Morse St NE, Washington, DC 20002, 3 beds, 3.5 baths","$765,000",3 beds,3.5 baths,"2,161 sq ft",,(703) 556-4222,https://www.redfin.com/DC/Washington/1103-Morse-St-NE-20002/home/10097281,https://ssl.cdn-redfin.com/photo/235/islphoto/358/genIslnoResize.DCDC2209358_0.jpg
"131 Raleigh St SE, Washington, DC 20032, 3 beds, 2 baths","$300,000",3 beds,2 baths,"2,063 sq ft",,(202) 966-1400,https://www.redfin.com/DC/Washington/131-Raleigh-St-SE-20032/home/10167171,https://ssl.cdn-redfin.com/photo/235/islphoto/704/genIslnoResize.DCDC2208704_0.jpg
"4740 Connecticut Ave NW #417, Washington, DC 20008, 1 bed, 1 bath","$225,000",1 bed,1 bath,743 sq ft,,(202) 387-6180,https://www.redfin.com/DC/Washington/4740-Connecticut-Ave-NW-20008/unit-417/home/9976937,https://ssl.cdn-redfin.com/photo/235/islphoto/276/genIslnoResize.DCDC2209276_0.jpg
"2725 39th St NW #402, Washington, DC 20007, 1 bed, 1 bath","$449,900",1 bed,1 bath,963 sq ft,,(202) 234-3344,https://www.redfin.com/DC/Washington/2725-39th-St-NW-20007/unit-402/home/11747271,https://ssl.cdn-redfin.com/photo/235/islphoto/292/genIslnoResize.DCDC2209292_0.jpg
"4916 7th St NW, Washington, DC 20011, 4 beds, 2.5 baths","$599,999",4 beds,2.5 baths,"1,044 sq ft",,(443) 757-3400,https://www.redfin.com/DC/Washington/4916-7th-St-NW-20011/home/10051685,https://ssl.cdn-redfin.com/photo/235/islphoto/456/genIslnoResize.DCDC2206456_0.jpg
"4236 6th St SE, Washington, DC 20032","$420,000",0 beds,— baths,— sq ft,,(202) 232-0600,https://www.redfin.com/DC/Washington/4236-6th-St-SE-20032/home/11744556,https://ssl.cdn-redfin.com/photo/235/islphoto/344/genIslnoResize.DCDC2209344_0.jpg
"3051 Idaho Ave NW #101, Washington, DC 20016, 1 bath","$209,000",— beds,1 bath,410 sq ft,,(301) 979-7270,https://www.redfin.com/DC/Washington/3051-Idaho-Ave-NW-20016/unit-101/home/9966036,https://ssl.cdn-redfin.com/photo/235/islphoto/098/genIslnoResize.DCDC2209098_0.jpg
"1843 Mintwood Pl NW #203, Washington, DC 20009, 2 beds, 2 baths","$549,000",2 beds,2 baths,824 sq ft,,(202) 800-2610,https://www.redfin.com/DC/Washington/1843-Mintwood-Pl-NW-20009/unit-203/home/10002708,https://ssl.cdn-redfin.com/photo/235/islphoto/176/genIslnoResize.DCDC2209176_0.jpg
"4901 Ashby St NW, Washington, DC 20007, 3 beds, 3 baths","$1,375,000",3 beds,3 baths,"2,880 sq ft",,(202) 483-6300,https://www.redfin.com/DC/Washington/4901-Ashby-St-NW-20007/home/9941507,https://ssl.cdn-redfin.com/photo/235/islphoto/108/genIslnoResize.DCDC2209108_0.jpg
"113 R St NE, Washington, DC 20002, 4 beds, 4 baths","$1,075,000",4 beds,4 baths,"2,472 sq ft",,(202) 386-6330,https://www.redfin.com/DC/Washington/113-R-St-NE-20002/home/10072941,https://ssl.cdn-redfin.com/photo/235/islphoto/280/genIslnoResize.DCDC2209280_0.jpg
"1601 18th St NW #312, Washington, DC 20009, 1 bath","$250,000",— beds,1 bath,504 sq ft,,(703) 310-6111,https://www.redfin.com/DC/Washington/1601-18th-St-NW-20009/unit-312/home/9860817,https://ssl.cdn-redfin.com/photo/235/islphoto/260/genIslnoResize.DCDC2209260_0.jpg
"1926 New Hampshire Ave NW Unit P-4, Washington, DC 20009","$49,900",— beds,— baths,171 sq ft,,(202) 386-6330,https://www.redfin.com/DC/Washington/1926-New-Hampshire-Ave-NW-20009/unit-P4/home/9865308,https://ssl.cdn-redfin.com/photo/235/islphoto/026/genIslnoResize.DCDC2207026_0.jpg
"3026 Stanton Rd SE, Washington, DC 20020, 4 beds, 2 baths","$375,000",4 beds,2 baths,"2,031 sq ft",,(202) 386-6330,https://www.redfin.com/DC/Washington/3026-Stanton-Rd-SE-20020/home/10161287,https://ssl.cdn-redfin.com/photo/235/islphoto/256/genIslnoResize.DCDC2209256_0.jpg
"5828 Colorado Ave NW, Washington, DC 20011, 8 beds","$875,000",8 beds,— baths,"3,296 sq ft",,(240) 737-5000,https://www.redfin.com/DC/Washington/5828-Colorado-Ave-NW-20011/home/10036025,https://ssl.cdn-redfin.com/photo/235/islphoto/420/genIslnoResize.DCDC2207420_1.jpg
"5703 Blair Rd NE, Washington, DC 20011, 3 beds, 2 baths","$515,000",3 beds,2 baths,"1,058 sq ft",,(202) 387-6180,https://www.redfin.com/DC/Washington/5703-Blair-Rd-NE-20011/home/10078167,https://ssl.cdn-redfin.com/photo/235/islphoto/268/genIslnoResize.DCDC2209268_0.jpg
"2501 Calvert St NW #701, Washington, DC 20008, 2 beds, 2 baths","$567,000",2 beds,2 baths,"1,016 sq ft",,(202) 483-6300,https://www.redfin.com/DC/Washington/2501-Calvert-St-NW-20008/unit-701/home/9988424,https://ssl.cdn-redfin.com/photo/235/islphoto/706/genIslnoResize.DCDC2208706_0.jpg
"1333 Adams St NE #2, Washington, DC 20018, 2 beds, 1 bath","$259,900",2 beds,1 bath,713 sq ft,,(240) 737-5000,https://www.redfin.com/DC/Washington/1333-Adams-St-NE-20018/unit-2/home/11748536,https://ssl.cdn-redfin.com/photo/235/islphoto/254/genIslnoResize.DCDC2209254_1.jpg
"734 Harvard St NW #2, Washington, DC 20001, 1 bed, 1 bath","$324,999",1 bed,1 bath,701 sq ft,Community pool; Walker's paradise,(855) 450-0442,https://www.redfin.com/DC/Washington/734-Harvard-St-NW-20001/unit-2/home/185348611,https://ssl.cdn-redfin.com/photo/235/islphoto/994/genIslnoResize.DCDC2208994_1.jpg
"1169 46th Pl SE, Washington, DC 20019, 3 beds, 1.5 baths","$399,999",3 beds,1.5 baths,"1,266 sq ft","8,387 sq ft lot; Very walkable",(443) 627-2900,https://www.redfin.com/DC/Washington/1169-46th-Pl-SE-20019/home/10136845,https://ssl.cdn-redfin.com/photo/235/islphoto/934/genIslnoResize.DCDC2208934_2.jpg
"37 L St SE #101, Washington, DC 20003, 2 beds, 1 bath","$589,900",2 beds,1 bath,868 sq ft,$650 HOA; Garage; Walker's paradise,(202) 234-3344,https://www.redfin.com/DC/Washington/37-L-St-SE-20003/unit-101/home/177091798,https://ssl.cdn-redfin.com/photo/235/islphoto/956/genIslnoResize.DCDC2207956_1.jpg
"1441 Rhode Island Ave NW Unit M01, Washington, DC 20005, 2 beds, 2 baths","$729,900",2 beds,2 baths,"1,008 sq ft",$841 HOA; Garage; Walker's paradise,(202) 518-8781,https://www.redfin.com/DC/Washington/1441-Rhode-Island-Ave-NW-20005/unit-M01/home/22675056,https://ssl.cdn-redfin.com/photo/235/islphoto/884/genIslnoResize.DCDC2208884_1.jpg
"1504 19th St SE, Washington, DC 20020, 3 beds, 1 bath","$300,000",3 beds,1 bath,"1,398 sq ft","1,470 sq ft lot; Very walkable",(703) 409-5326,https://www.redfin.com/DC/Washington/1504-19th-St-SE-20020/home/10147565,https://ssl.cdn-redfin.com/photo/235/islphoto/068/genIslnoResize.DCDC2209068_1.jpg
"5040 1st St NW #301, Washington, DC 20011, 2 beds, 2 baths","$380,000",2 beds,2 baths,854 sq ft,,(703) 528-8195,https://www.redfin.com/DC/Washington/5040-1st-St-NW-20011/unit-301/home/28497520,https://ssl.cdn-redfin.com/photo/235/islphoto/266/genIslnoResize.DCDC2209266_0.jpg
"461 Delafield Pl NW, Washington, DC 20011, 6 beds, 6 baths","$1,650,000",6 beds,6 baths,"2,549 sq ft",,(301) 230-3200,https://www.redfin.com/DC/Washington/461-Delafield-Pl-NW-20011/home/10060628,https://ssl.cdn-redfin.com/photo/235/islphoto/264/genIslnoResize.DCDC2209264_0.jpg
"1372 Bryant St NE #3, Washington, DC 20018, 2 beds, 2 baths","$395,000",2 beds,2 baths,800 sq ft,,(240) 630-8689,https://www.redfin.com/DC/Washington/1372-Bryant-St-NE-20018/unit-3/home/192914923,https://ssl.cdn-redfin.com/photo/235/islphoto/262/genIslnoResize.DCDC2209262_0.jpg
"507 L St NE Unit 3B, Washington, DC 20002, 4 beds, 5.5 baths","$975,000",4 beds,5.5 baths,"2,323 sq ft",,(202) 547-3525,https://www.redfin.com/DC/Washington/507-L-St-NE-20002/unit-3B/home/196258096,https://ssl.cdn-redfin.com/photo/235/islphoto/820/genIslnoResize.DCDC2208820_0.jpg
"1916 T St SE, Washington, DC 20020, 2 beds, 2 baths","$415,000",2 beds,2 baths,950 sq ft,,(202) 545-6900,https://www.redfin.com/DC/Washington/1916-T-St-SE-20020/home/10149970,https://ssl.cdn-redfin.com/photo/235/islphoto/188/genIslnoResize.DCDC2209188_0.jpg
"1358 Valley Pl SE, Washington, DC 20020, 3 beds, 2.5 baths","$579,888",3 beds,2.5 baths,"1,364 sq ft",,(410) 740-1200,https://www.redfin.com/DC/Washington/1358-Valley-Pl-SE-20020/home/10158856,https://ssl.cdn-redfin.com/photo/235/islphoto/580/genIslnoResize.DCDC2202580_2.jpg
"2230 California St NW Unit 5CW, Washington, DC 20008, 2 beds, 2.5 baths","$1,550,000",2 beds,2.5 baths,"2,110 sq ft",,(703) 229-8935,https://www.redfin.com/DC/Washington/2230-California-St-NW-20008/unit-5CW/home/196257314,https://ssl.cdn-redfin.com/photo/235/islphoto/186/genIslnoResize.DCDC2209186_1.jpg
"2515 17th St NE, Washington, DC 20018, 3 beds, 1.5 baths","$599,000",3 beds,1.5 baths,"1,313 sq ft",,(202) 386-6330,https://www.redfin.com/DC/Washington/2515-17th-St-NE-20018/home/171550276,https://ssl.cdn-redfin.com/photo/235/islphoto/222/genIslnoResize.DCDC2209222_0.jpg
"1629 L St NE #202, Washington, DC 20002, 1 bed, 1 bath","$275,000",1 bed,1 bath,583 sq ft,,(301) 760-2136,https://www.redfin.com/DC/Washington/1629-L-St-NE-20002/unit-202/home/23480717,https://ssl.cdn-redfin.com/photo/235/islphoto/226/genIslnoResize.DCDC2209226_0.jpg
"5310 Connecticut Ave NW #4, Washington, DC 20015, 3 beds, 3.5 baths","$1,000,000",3 beds,3.5 baths,"1,560 sq ft",,(571) 386-1075,https://www.redfin.com/DC/Washington/5310-Connecticut-Ave-NW-20015/unit-4/home/9971077,https://ssl.cdn-redfin.com/photo/235/islphoto/468/genIslnoResize.DCDC2207468_0.jpg
"3407 Fessenden St NW, Washington, DC 20008, 4 beds, 3 baths","$1,185,000",4 beds,3 baths,"2,616 sq ft",,(301) 298-1001,https://www.redfin.com/DC/Washington/3407-Fessenden-St-NW-20008/home/9981192,https://ssl.cdn-redfin.com/photo/235/islphoto/852/genIslnoResize.DCDC2208852_0.jpg
"1013 17th St NE, Washington, DC 20002, 4 beds, 4 baths","$780,000",4 beds,4 baths,"3,188 sq ft",,(202) 545-6900,https://www.redfin.com/DC/Washington/1013-17th-St-NE-20002/home/10111120,https://ssl.cdn-redfin.com/photo/235/islphoto/216/genIslnoResize.DCDC2209216_0.jpg
"909 Jackson St NE, Washington, DC 20017, 3 beds, 1.5 baths","$200,000",3 beds,1.5 baths,"1,260 sq ft",,(410) 296-8440,https://www.redfin.com/DC/Washington/909-Jackson-St-NE-20017/home/10086652,https://ssl.cdn-redfin.com/photo/235/islphoto/204/genIslnoResize.DCDC2209204_0.jpg
"2725 39th St NW #307, Washington, DC 20007, 1 bed, 1 bath","$320,000",1 bed,1 bath,774 sq ft,,(202) 670-5352,https://www.redfin.com/DC/Washington/2725-39th-St-NW-20007/unit-307/home/11747261,https://ssl.cdn-redfin.com/photo/235/islphoto/206/genIslnoResize.DCDC2209206_0.jpg
"708 I St SE, Washington, DC 20003, 3 beds, 2.5 baths","$1,160,000",3 beds,2.5 baths,"1,600 sq ft",,(202) 386-6330,https://www.redfin.com/DC/Washington/708-I-St-SE-20003/home/191792181,https://ssl.cdn-redfin.com/photo/235/islphoto/826/genIslnoResize.DCDC2208826_0.jpg
"5030 Lee St NE, Washington, DC 20019, 4 beds, 3 baths","$510,500",4 beds,3 baths,"2,064 sq ft",,(301) 439-9500,https://www.redfin.com/DC/Washington/5030-Lee-St-NE-20019/home/10128545,https://ssl.cdn-redfin.com/photo/235/islphoto/858/genIslnoResize.DCDC2207858_1.jpg
"4050 Grant St NE, Washington, DC 20019, 6 beds, 3 baths","$425,000",6 beds,3 baths,"1,980 sq ft",,(202) 243-7700,https://www.redfin.com/DC/Washington/4050-Grant-St-NE-20019/home/10119568,https://ssl.cdn-redfin.com/photo/235/islphoto/480/genIslnoResize.DCDC2208480_0.jpg
"2316 Pitts Pl SE, Washington, DC 20020, 4 beds","$500,000",4 beds,— baths,"2,720 sq ft",,(202) 243-7700,https://www.redfin.com/DC/Washington/2316-Pitts-Pl-SE-20020/home/10159876,https://ssl.cdn-redfin.com/photo/235/islphoto/198/genIslnoResize.DCDC2207198_0.jpg
"857 3rd St SW #104, Washington, DC 20024, 3 beds, 2 baths","$725,000",3 beds,2 baths,"1,488 sq ft",,(703) 537-3816,https://www.redfin.com/DC/Washington/857-3rd-St-SW-20024/unit-104/home/9885057,https://ssl.cdn-redfin.com/photo/235/islphoto/192/genIslnoResize.DCDC2208192_1.jpg
"777 7th St NW #320, Washington, DC 20001, 1 bed, 1 bath","$299,999",1 bed,1 bath,708 sq ft,,(703) 533-1500,https://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-320/home/10192955,https://ssl.cdn-redfin.com/photo/235/islphoto/602/genIslnoResize.DCDC2205602_0.jpg
"647 49th St NE, Washington, DC 20019, 2 beds, 2 baths","$296,000",2 beds,2 baths,592 sq ft,,(202) 938-0228,https://www.redfin.com/DC/Washington/647-49th-St-NE-20019/home/10127288,https://ssl.cdn-redfin.com/photo/235/islphoto/976/genIslnoResize.DCDC2208976_1.jpg
